Abbreviation,TeamName,GridPosition,Position,ClassifiedPosition,Status,Points,Year,Race,Round,DNFType
ALO,Aston Martin,14.0,18.0,R,Retired,0.0,2025,Mexico City Grand Prix,20,CarDNF
HUL,Kick Sauber,13.0,19.0,R,Retired,0.0,2025,Mexico City Grand Prix,20,CarDNF
LAW,Racing Bulls,15.0,20.0,R,Retired,0.0,2025,Mexico City Grand Prix,20,CarDNF
NOR,McLaren,1.0,1.0,1,Finished,25.0,2025,São Paulo Grand Prix,21,Finished
ANT,Mercedes,2.0,2.0,2,Finished,18.0,2025,São Paulo Grand Prix,21,Finished
VER,Red Bull Racing,19.0,3.0,3,Finished,15.0,2025,São Paulo Grand Prix,21,Finished
RUS,Mercedes,6.0,4.0,4,Finished,12.0,2025,São Paulo Grand Prix,21,Finished
PIA,McLaren,4.0,5.0,5,Finished,10.0,2025,São Paulo Grand Prix,21,Finished
BEA,Haas F1 Team,8.0,6.0,6,Finished,8.0,2025,São Paulo Grand Prix,21,Finished
LAW,Racing Bulls,7.0,7.0,7,Finished,6.0,2025,São Paulo Grand Prix,21,Finished
HAD,Racing Bulls,5.0,8.0,8,Finished,4.0,2025,São Paulo Grand Prix,21,Finished
HUL,Kick Sauber,10.0,9.0,9,Finished,2.0,2025,São Paulo Grand Prix,21,Finished
GAS,Alpine,9.0,10.0,10,Finished,1.0,2025,São Paulo Grand Prix,21,Finished
ALB,Williams,12.0,11.0,11,Finished,0.0,2025,São Paulo Grand Prix,21,Finished
OCO,Haas F1 Team,20.0,12.0,12,Finished,0.0,2025,São Paulo Grand Prix,21,Finished
SAI,Williams,15.0,13.0,13,Finished,0.0,2025,São Paulo Grand Prix,21,Finished
ALO,Aston Martin,11.0,14.0,14,Finished,0.0,2025,São Paulo Grand Prix,21,Finished
COL,Alpine,16.0,15.0,15,Finished,0.0,2025,São Paulo Grand Prix,21,Finished
STR,Aston Martin,14.0,16.0,16,Finished,0.0,2025,São Paulo Grand Prix,21,Finished
TSU,Red Bull Racing,17.0,17.0,17,Finished,0.0,2025,São Paulo Grand Prix,21,Finished
HAM,Ferrari,13.0,18.0,R,Retired,0.0,2025,São Paulo Grand Prix,21,CarDNF
LEC,Ferrari,3.0,19.0,R,Retired,0.0,2025,São Paulo Grand Prix,21,CarDNF
BOR,Kick Sauber,18.0,20.0,R,Retired,0.0,2025,São Paulo Grand Prix,21,CarDNF
VER,Red Bull Racing,2.0,1.0,1,Finished,25.0,2025,Las Vegas Grand Prix,22,Finished
RUS,Mercedes,4.0,2.0,2,Finished,18.0,2025,Las Vegas Grand Prix,22,Finished
ANT,Mercedes,17.0,3.0,3,Finished,15.0,2025,Las Vegas Grand Prix,22,Finished
LEC,Ferrari,9.0,4.0,4,Finished,12.0,2025,Las Vegas Grand Prix,22,Finished
SAI,Williams,3.0,5.0,5,Finished,10.0,2025,Las Vegas Grand Prix,22,Finished
HAD,Racing Bulls,8.0,6.0,6,Finished,8.0,2025,Las Vegas Grand Prix,22,Finished
HUL,Kick Sauber,11.0,7.0,7,Finished,6.0,2025,Las Vegas Grand Prix,22,Finished
HAM,Ferrari,19.0,8.0,8,Finished,4.0,2025,Las Vegas Grand Prix,22,Finished
OCO,Haas F1 Team,13.0,9.0,9,Finished,2.0,2025,Las Vegas Grand Prix,22,Finished
BEA,Haas F1 Team,14.0,10.0,10,Finished,1.0,2025,Las Vegas Grand Prix,22,Finished
ALO,Aston Martin,7.0,11.0,11,Finished,0.0,2025,Las Vegas Grand Prix,22,Finished
TSU,Red Bull Racing,20.0,12.0,12,Finished,0.0,2025,Las Vegas Grand Prix,22,Finished
GAS,Alpine,10.0,13.0,13,Finished,0.0,2025,Las Vegas Grand Prix,22,Finished
LAW,Racing Bulls,6.0,14.0,14,Lapped,0.0,2025,Las Vegas Grand Prix,22,Finished
COL,Alpine,15.0,15.0,15,Lapped,0.0,2025,Las Vegas Grand Prix,22,Finished
ALB,Williams,16.0,16.0,R,Retired,0.0,2025,Las Vegas Grand Prix,22,CarDNF
BOR,Kick Sauber,18.0,17.0,R,Retired,0.0,2025,Las Vegas Grand Prix,22,CarDNF
STR,Aston Martin,12.0,18.0,R,Retired,0.0,2025,Las Vegas Grand Prix,22,CarDNF
NOR,McLaren,1.0,19.0,D,Disqualified,0.0,2025,Las Vegas Grand Prix,22,DriverDNF
PIA,McLaren,5.0,20.0,D,Disqualified,0.0,2025,Las Vegas Grand Prix,22,DriverDNF
VER,Red Bull Racing,3.0,1.0,1,Finished,25.0,2025,Qatar Grand Prix,23,Finished
PIA,McLaren,1.0,2.0,2,Finished,18.0,2025,Qatar Grand Prix,23,Finished
SAI,Williams,7.0,3.0,3,Finished,15.0,2025,Qatar Grand Prix,23,Finished
NOR,McLaren,2.0,4.0,4,Finished,12.0,2025,Qatar Grand Prix,23,Finished
ANT,Mercedes,5.0,5.0,5,Finished,10.0,2025,Qatar Grand Prix,23,Finished
RUS,Mercedes,4.0,6.0,6,Finished,8.0,2025,Qatar Grand Prix,23,Finished
ALO,Aston Martin,8.0,7.0,7,Finished,6.0,2025,Qatar Grand Prix,23,Finished
LEC,Ferrari,10.0,8.0,8,Finished,4.0,2025,Qatar Grand Prix,23,Finished
LAW,Racing Bulls,12.0,9.0,9,Finished,2.0,2025,Qatar Grand Prix,23,Finished
TSU,Red Bull Racing,15.0,10.0,10,Finished,1.0,2025,Qatar Grand Prix,23,Finished
ALB,Williams,14.0,11.0,11,Finished,0.0,2025,Qatar Grand Prix,23,Finished
HAM,Ferrari,17.0,12.0,12,Finished,0.0,2025,Qatar Grand Prix,23,Finished
BOR,Kick Sauber,19.0,13.0,13,Finished,0.0,2025,Qatar Grand Prix,23,Finished
COL,Alpine,20.0,14.0,14,Lapped,0.0,2025,Qatar Grand Prix,23,Finished
OCO,Haas F1 Team,16.0,15.0,15,Lapped,0.0,2025,Qatar Grand Prix,23,Finished
GAS,Alpine,9.0,16.0,16,Lapped,0.0,2025,Qatar Grand Prix,23,Finished
STR,Aston Martin,18.0,17.0,17,Retired,0.0,2025,Qatar Grand Prix,23,CarDNF
HAD,Racing Bulls,6.0,18.0,18,Retired,0.0,2025,Qatar Grand Prix,23,CarDNF
BEA,Haas F1 Team,13.0,19.0,R,Retired,0.0,2025,Qatar Grand Prix,23,CarDNF
HUL,Kick Sauber,11.0,20.0,R,Retired,0.0,2025,Qatar Grand Prix,23,CarDNF
VER,Red Bull Racing,1.0,1.0,1,Finished,25.0,2025,Abu Dhabi Grand Prix,24,Finished
PIA,McLaren,3.0,2.0,2,Finished,18.0,2025,Abu Dhabi Grand Prix,24,Finished
NOR,McLaren,2.0,3.0,3,Finished,15.0,2025,Abu Dhabi Grand Prix,24,Finished
LEC,Ferrari,5.0,4.0,4,Finished,12.0,2025,Abu Dhabi Grand Prix,24,Finished
RUS,Mercedes,4.0,5.0,5,Finished,10.0,2025,Abu Dhabi Grand Prix,24,Finished
ALO,Aston Martin,6.0,6.0,6,Finished,8.0,2025,Abu Dhabi Grand Prix,24,Finished
OCO,Haas F1 Team,8.0,7.0,7,Finished,6.0,2025,Abu Dhabi Grand Prix,24,Finished
HAM,Ferrari,16.0,8.0,8,Finished,4.0,2025,Abu Dhabi Grand Prix,24,Finished
HUL,Kick Sauber,18.0,9.0,9,Finished,2.0,2025,Abu Dhabi Grand Prix,24,Finished
STR,Aston Martin,15.0,10.0,10,Finished,1.0,2025,Abu Dhabi Grand Prix,24,Finished
BOR,Kick Sauber,7.0,11.0,11,Finished,0.0,2025,Abu Dhabi Grand Prix,24,Finished
BEA,Haas F1 Team,11.0,12.0,12,Finished,0.0,2025,Abu Dhabi Grand Prix,24,Finished
SAI,Williams,12.0,13.0,13,Finished,0.0,2025,Abu Dhabi Grand Prix,24,Finished
TSU,Red Bull Racing,10.0,14.0,14,Finished,0.0,2025,Abu Dhabi Grand Prix,24,Finished
ANT,Mercedes,14.0,15.0,15,Finished,0.0,2025,Abu Dhabi Grand Prix,24,Finished
ALB,Williams,17.0,16.0,16,Finished,0.0,2025,Abu Dhabi Grand Prix,24,Finished
HAD,Racing Bulls,9.0,17.0,17,Lapped,0.0,2025,Abu Dhabi Grand Prix,24,Finished
LAW,Racing Bulls,13.0,18.0,18,Lapped,0.0,2025,Abu Dhabi Grand Prix,24,Finished
GAS,Alpine,19.0,19.0,19,Lapped,0.0,2025,Abu Dhabi Grand Prix,24,Finished
COL,Alpine,20.0,20.0,20,Lapped,0.0,2025,Abu Dhabi Grand Prix,24,Finished
